Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Line 200_MAPE,Line 200_MAE,Line 200_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 60.0%,154,97,230,59.895833333333336,N/A,10.693203210830688,10.693203210830688,0.2030947264693773,0.06159109198579601,0.010347243705249212,0.2030947264693773,0.06159109198579601,0.010347243705249212
Fixed Cut 65.0%,135,97,249,64.84375,N/A,13.444997787475586,13.444997787475586,0.25260667239670465,0.07288120667788976,0.011343368001693156,0.25260667239670465,0.07288120667788976,0.011343368001693156
Fixed Cut 70.0%,116,97,268,69.79166666666666,N/A,6.7374608516693115,6.7374608516693115,0.3401247259189966,0.10005896779187107,0.01869470261904472,0.3401247259189966,0.10005896779187107,0.01869470261904472
Fixed Cut 75.0%,96,97,288,75.0,N/A,3.6718127727508545,3.6718127727508545,0.44423783878808554,0.12738736633771386,0.02653425364860535,0.44423783878808554,0.12738736633771386,0.02653425364860535
Fixed Cut 80.0%,77,97,307,79.94791666666666,N/A,2.528921127319336,2.528921127319336,0.4518474057117793,0.12907214890897664,0.026349281650149593,0.4518474057117793,0.12907214890897664,0.026349281650149593
Fixed Cut 85.0%,58,97,326,84.89583333333334,N/A,3.30338191986084,3.30338191986084,0.3976557987262277,0.11688892208542961,0.024798040869313396,0.3976557987262277,0.11688892208542961,0.024798040869313396
Fixed Cut 90.0%,39,97,345,89.84375,N/A,3.416273832321167,3.416273832321167,0.3798173882451528,0.11186767135959826,0.023211578341685187,0.3798173882451528,0.11186767135959826,0.023211578341685187
Window L1,104,97,280,72.91666666666666,0.010309219360351562,3.181128978729248,3.1914381980895996,0.656942953164237,0.18046309320885112,0.04197756041006381,0.656942953164237,0.18046309320885112,0.04197756041006381
Window L2,104,97,280,72.91666666666666,0.008616924285888672,3.721018075942993,3.729635000228882,0.5692557466893949,0.1588676985974925,0.03548976189522863,0.5692557466893949,0.1588676985974925,0.03548976189522863
Window Normal,134,97,250,65.10416666666666,0.011160135269165039,3.5494611263275146,3.5606212615966797,0.39324392682954173,0.11444798010237077,0.023338269608582256,0.39324392682954173,0.11444798010237077,0.023338269608582256
Window RBF,219,97,165,42.96875,0.007380962371826172,13.407380819320679,13.414761781692505,0.17543478799412826,0.05488520467528072,0.009787475980686872,0.17543478799412826,0.05488520467528072,0.009787475980686872
Window Cosine,0,97,384,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,97,384,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,324,97,60,15.625,0.00527191162109375,10.9683997631073,10.973671674728394,0.1459587724232496,0.0462895625316759,0.007764371801847203,0.1459587724232496,0.0462895625316759,0.007764371801847203
Window Rank,104,97,280,72.91666666666666,0.00970602035522461,2.534194231033325,2.54390025138855,0.5811958165904327,0.1618148015812851,0.036160124804207994,0.5811958165904327,0.1618148015812851,0.036160124804207994
Window Mahalanobis,104,97,280,72.91666666666666,0.0036957263946533203,2.959146022796631,2.962841749191284,0.6709790275485628,0.18382930559010807,0.04259855968840356,0.6709790275485628,0.18382930559010807,0.04259855968840356
Window AR,104,97,280,72.91666666666666,0.008582830429077148,2.528726100921631,2.537308931350708,0.6440629130276839,0.17762722441313836,0.041387891662640494,0.6440629130276839,0.17762722441313836,0.041387891662640494
Window Mean,120,97,264,68.75,0.06472373008728027,2.7611799240112305,2.8259036540985107,0.5621319499190319,0.15663441819043464,0.033900450175587606,0.5621319499190319,0.15663441819043464,0.033900450175587606
Window Median,104,97,280,72.91666666666666,0.06472373008728027,6.3719482421875,6.43667197227478,0.2911694441826957,0.08929907349914248,0.017659968778755274,0.2911694441826957,0.08929907349914248,0.017659968778755274
Binary Segmentation L1,9,97,375,97.65625,0.01725316047668457,2.7946720123291016,2.811925172805786,0.5701121946999037,0.1593212425916543,0.03642713125851419,0.5701121946999037,0.1593212425916543,0.03642713125851419
Binary Segmentation L2,94,97,290,75.52083333333334,0.008504152297973633,2.8347980976104736,2.8433022499084473,0.502901352777232,0.14183954329272502,0.030001186045250438,0.502901352777232,0.14183954329272502,0.030001186045250438
Binary Segmentation Normal,94,97,290,75.52083333333334,0.014576911926269531,2.597710132598877,2.6122870445251465,0.4757989694982517,0.13561207616640852,0.02898114153559614,0.4757989694982517,0.13561207616640852,0.02898114153559614
Binary Segmentation RBF,224,97,160,41.66666666666667,0.013408899307250977,7.1751837730407715,7.1885926723480225,0.19032148476107014,0.06029262244052098,0.011440053929757893,0.19032148476107014,0.06029262244052098,0.011440053929757893
Binary Segmentation Cosine,9,97,375,97.65625,0.014256000518798828,3.0833659172058105,3.0976219177246094,0.5449749226185882,0.15351562896715013,0.0353668280091883,0.5449749226185882,0.15351562896715013,0.0353668280091883
Binary Segmentation Linear,9,97,375,97.65625,0.00789499282836914,3.065707206726074,3.0736021995544434,0.7219546848948352,0.1971584628233463,0.047888093331648444,0.7219546848948352,0.1971584628233463,0.047888093331648444
Binary Segmentation Clinear,9,97,375,97.65625,0.006052970886230469,2.6479697227478027,2.654022693634033,0.4515969084627516,0.129653404481011,0.027932425713772118,0.4515969084627516,0.129653404481011,0.027932425713772118
Binary Segmentation Rank,229,97,155,40.36458333333333,0.011205911636352539,15.157042026519775,15.168247938156128,0.1544815199169749,0.04895377297741656,0.008410822330659687,0.1544815199169749,0.04895377297741656,0.008410822330659687
Binary Segmentation Mahalanobis,94,97,290,75.52083333333334,0.011728286743164062,2.7118148803710938,2.723543167114258,0.40502278192647356,0.11832322493098142,0.02491239077027006,0.40502278192647356,0.11832322493098142,0.02491239077027006
Binary Segmentation AR,99,97,285,74.21875,0.018299102783203125,2.9016571044921875,2.9199562072753906,0.5457479416391838,0.15279408695391322,0.03351847444735578,0.5457479416391838,0.15279408695391322,0.03351847444735578
Binary Segmentation Mean,87,97,297,77.34375,0.12318038940429688,2.233463764190674,2.3566441535949707,0.39165088382164215,0.11516387690775796,0.024775240233472624,0.39165088382164215,0.11516387690775796,0.024775240233472624
Binary Segmentation Median,94,97,290,75.52083333333334,0.12318038940429688,2.7568838596343994,2.8800642490386963,0.4799232076115411,0.13640050819496705,0.02904503033739116,0.4799232076115411,0.13640050819496705,0.02904503033739116
Bottom Up L1,219,97,165,42.96875,0.008208036422729492,12.656161069869995,12.664369106292725,0.18593014535851615,0.05629094995444637,0.009511057178709224,0.18593014535851615,0.05629094995444637,0.009511057178709224
Bottom Up L2,99,97,285,74.21875,0.005165815353393555,4.902527093887329,4.907692909240723,0.3434206529578893,0.10246587240553112,0.01967229841395133,0.3434206529578893,0.10246587240553112,0.01967229841395133
Bottom Up Normal,139,97,245,63.802083333333336,0.008778095245361328,11.621339082717896,11.630117177963257,0.20022572410644454,0.060418669861905715,0.009721755091576478,0.20022572410644454,0.060418669861905715,0.009721755091576478
Bottom Up RBF,219,97,165,42.96875,0.008303165435791016,5.958125114440918,5.966428279876709,0.226663649353773,0.07139502965287185,0.014336258757674573,0.226663649353773,0.07139502965287185,0.014336258757674573
Bottom Up Cosine,14,97,370,96.35416666666666,0.004389762878417969,2.8045170307159424,2.8089067935943604,0.778561309387393,0.21137668591828648,0.05360339837400621,0.778561309387393,0.21137668591828648,0.05360339837400621
Bottom Up Linear,14,97,370,96.35416666666666,0.004274129867553711,2.8387930393218994,2.843067169189453,0.41340906855141746,0.12003348980464189,0.025725013919483772,0.41340906855141746,0.12003348980464189,0.025725013919483772
Bottom Up Clinear,99,97,285,74.21875,0.00380706787109375,2.7599549293518066,2.7637619972229004,0.5606965462143471,0.15697961981519895,0.03547951250201513,0.5606965462143471,0.15697961981519895,0.03547951250201513
Bottom Up Rank,219,97,165,42.96875,0.010367155075073242,9.81191086769104,9.822278022766113,0.16285327291522064,0.052515225892882454,0.009584278261688162,0.16285327291522064,0.052515225892882454,0.009584278261688162
Bottom Up Mahalanobis,99,97,285,74.21875,0.0043489933013916016,2.996943235397339,3.0012922286987305,0.6281501773476529,0.17366990515349479,0.04000192765784964,0.6281501773476529,0.17366990515349479,0.04000192765784964
Bottom Up AR,139,97,245,63.802083333333336,0.006851911544799805,9.814488172531128,9.821340084075928,0.2616780175914035,0.07539582946461529,0.011758168925436841,0.2616780175914035,0.07539582946461529,0.011758168925436841
Bottom Up Mean,126,97,258,67.1875,0.06449413299560547,7.473145246505737,7.537639379501343,0.23833905382395296,0.0733599004902611,0.013604105200077253,0.23833905382395296,0.0733599004902611,0.013604105200077253
Bottom Up Median,119,97,265,69.01041666666666,0.06449413299560547,11.3490309715271,11.413525104522705,0.20943406478343668,0.0638128056167777,0.010401094089811271,0.20943406478343668,0.0638128056167777,0.010401094089811271
