Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Line 200_MAPE,Line 200_MAE,Line 200_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Fixed Cut 50.0%,193,97,191,49.73958333333333,N/A,6.519099235534668,6.519099235534668,0.1773192414244735,0.05882410893642825,0.01216650622453307,0.1773192414244735,0.05882410893642825,0.01216650622453307
Fixed Cut 55.0%,173,97,211,54.947916666666664,N/A,7.307154178619385,7.307154178619385,0.21863400746637973,0.06567504310270281,0.011223652284520533,0.21863400746637973,0.06567504310270281,0.011223652284520533
Fixed Cut 60.0%,154,97,230,59.895833333333336,N/A,10.073042869567871,10.073042869567871,0.22484085540844403,0.06647532604748387,0.010853381371143063,0.22484085540844403,0.06647532604748387,0.010853381371143063
Fixed Cut 65.0%,135,97,249,64.84375,N/A,8.694904088973999,8.694904088973999,0.20864732348475895,0.06279895160257946,0.010596122467801321,0.20864732348475895,0.06279895160257946,0.010596122467801321
Fixed Cut 70.0%,116,97,268,69.79166666666666,N/A,6.5062220096588135,6.5062220096588135,0.2692788979300651,0.08073533682132338,0.013850313313286332,0.2692788979300651,0.08073533682132338,0.013850313313286332
Fixed Cut 75.0%,96,97,288,75.0,N/A,2.6504628658294678,2.6504628658294678,0.5665323055011936,0.15844826170561882,0.03637577362632996,0.5665323055011936,0.15844826170561882,0.03637577362632996
Fixed Cut 80.0%,77,97,307,79.94791666666666,N/A,4.7220728397369385,4.7220728397369385,0.2907711345608466,0.09227330950675189,0.021166825807292546,0.2907711345608466,0.09227330950675189,0.021166825807292546
Fixed Cut 85.0%,58,97,326,84.89583333333334,N/A,2.6738321781158447,2.6738321781158447,0.3932516982776901,0.11588897469646273,0.024652523366079305,0.3932516982776901,0.11588897469646273,0.024652523366079305
Fixed Cut 90.0%,39,97,345,89.84375,N/A,3.579136848449707,3.579136848449707,0.35415543557582185,0.10674373073385694,0.02297397189200545,0.35415543557582185,0.10674373073385694,0.02297397189200545
Window L1,104,97,280,72.91666666666666,0.024795055389404297,3.3776519298553467,3.402446985244751,0.6227734614984687,0.17126624155797732,0.037788941888978904,0.6227734614984687,0.17126624155797732,0.037788941888978904
Window L2,104,97,280,72.91666666666666,0.00592803955078125,2.803542137145996,2.8094701766967773,0.5753244229177624,0.15993168455453222,0.03518951258432262,0.5753244229177624,0.15993168455453222,0.03518951258432262
Window Normal,134,97,250,65.10416666666666,0.010130882263183594,10.793671369552612,10.803802251815796,0.25498666048078283,0.07565787071820697,0.012922162375883044,0.25498666048078283,0.07565787071820697,0.012922162375883044
Window RBF,219,97,165,42.96875,0.009360790252685547,14.59619402885437,14.605554819107056,0.16643791632433894,0.05155567299176925,0.008586757974415377,0.16643791632433894,0.05155567299176925,0.008586757974415377
Window Cosine,0,97,384,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Linear,0,97,384,100.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Window Clinear,324,97,60,15.625,0.004821062088012695,13.260302066802979,13.265123128890991,0.13531803836806763,0.044015067642420726,0.007536250610361835,0.13531803836806763,0.044015067642420726,0.007536250610361835
Window Rank,104,97,280,72.91666666666666,0.011657953262329102,7.6606080532073975,7.672266006469727,0.27236017932145834,0.08142680370989448,0.013448826499986653,0.27236017932145834,0.08142680370989448,0.013448826499986653
Window Mahalanobis,104,97,280,72.91666666666666,0.00419306755065918,8.018163919448853,8.022356986999512,0.20884294666995207,0.06457537570030861,0.011002333554798053,0.20884294666995207,0.06457537570030861,0.011002333554798053
Window AR,104,97,280,72.91666666666666,0.009212970733642578,2.9403510093688965,2.949563980102539,0.5883151354546068,0.16370217139944274,0.037070069545969246,0.5883151354546068,0.16370217139944274,0.037070069545969246
Window Mean,120,97,264,68.75,0.08009982109069824,2.6238620281219482,2.7039618492126465,0.6390742367373756,0.17589215340307857,0.040359924148934495,0.6390742367373756,0.17589215340307857,0.040359924148934495
Window Median,104,97,280,72.91666666666666,0.08009982109069824,2.60552716255188,2.685626983642578,0.6778858649642121,0.18643431731818288,0.044646699261088454,0.6778858649642121,0.18643431731818288,0.044646699261088454
Binary Segmentation L1,9,97,375,97.65625,0.018074750900268555,3.040457010269165,3.0585317611694336,0.6526036829846524,0.18054890767161882,0.043559173567392695,0.6526036829846524,0.18054890767161882,0.043559173567392695
Binary Segmentation L2,94,97,290,75.52083333333334,0.010513782501220703,5.3758509159088135,5.386364698410034,0.318620012899832,0.09459791622520274,0.017778808502463744,0.318620012899832,0.09459791622520274,0.017778808502463744
Binary Segmentation Normal,94,97,290,75.52083333333334,0.015423059463500977,2.9297101497650146,2.9451332092285156,0.630031422916121,0.17314723862931622,0.03814137441726122,0.630031422916121,0.17314723862931622,0.03814137441726122
Binary Segmentation RBF,224,97,160,41.66666666666667,0.01587700843811035,12.527753114700317,12.543630123138428,0.17474447659172426,0.05374818170966665,0.009057201946184878,0.17474447659172426,0.05374818170966665,0.009057201946184878
Binary Segmentation Cosine,9,97,375,97.65625,0.015024185180664062,3.3082940578460693,3.3233182430267334,0.6140244215782712,0.16978098785305856,0.038331331517336066,0.6140244215782712,0.16978098785305856,0.038331331517336066
Binary Segmentation Linear,9,97,375,97.65625,0.008668184280395508,2.9269838333129883,2.935652017593384,0.5020454646709523,0.14212437536332082,0.03094740143480465,0.5020454646709523,0.14212437536332082,0.03094740143480465
Binary Segmentation Clinear,9,97,375,97.65625,0.00657200813293457,3.3287508487701416,3.335322856903076,0.623948053113364,0.17221401965046762,0.03906662624128088,0.623948053113364,0.17221401965046762,0.03906662624128088
Binary Segmentation Rank,229,97,155,40.36458333333333,0.012665033340454102,13.450096845626831,13.462761878967285,0.15737139108686093,0.05078942739301257,0.009255683997911818,0.15737139108686093,0.05078942739301257,0.009255683997911818
Binary Segmentation Mahalanobis,94,97,290,75.52083333333334,0.016324996948242188,2.830374002456665,2.8466989994049072,0.6029880058262018,0.16736895444086697,0.0384990787884051,0.6029880058262018,0.16736895444086697,0.0384990787884051
Binary Segmentation AR,99,97,285,74.21875,0.014666080474853516,3.411022186279297,3.4256882667541504,0.7260218789078899,0.19830827516408267,0.04895784622582109,0.7260218789078899,0.19830827516408267,0.04895784622582109
Binary Segmentation Mean,87,97,297,77.34375,0.13380908966064453,2.9466512203216553,3.0804603099823,0.4340063759467327,0.12552517667315366,0.026743787024036788,0.4340063759467327,0.12552517667315366,0.026743787024036788
Binary Segmentation Median,94,97,290,75.52083333333334,0.13380908966064453,3.4386141300201416,3.572423219680786,0.44613920828460685,0.12795640857001536,0.026422026469433903,0.44613920828460685,0.12795640857001536,0.026422026469433903
Bottom Up L1,219,97,165,42.96875,0.011364936828613281,16.565725803375244,16.577090740203857,0.15710284391282606,0.04988841584305358,0.008661067889737339,0.15710284391282606,0.04988841584305358,0.008661067889737339
Bottom Up L2,99,97,285,74.21875,0.005639791488647461,9.472718954086304,9.478358745574951,0.26247634300236666,0.07900872536604181,0.013427139384944402,0.26247634300236666,0.07900872536604181,0.013427139384944402
Bottom Up Normal,139,97,245,63.802083333333336,0.009003877639770508,9.724277019500732,9.733280897140503,0.2429441118351418,0.07109676337969328,0.011483370760667995,0.2429441118351418,0.07109676337969328,0.011483370760667995
Bottom Up RBF,219,97,165,42.96875,0.0070879459381103516,13.125699758529663,13.132787704467773,0.16545698438390427,0.05159610208278129,0.008712123190206773,0.16545698438390427,0.05159610208278129,0.008712123190206773
Bottom Up Cosine,14,97,370,96.35416666666666,0.005518198013305664,2.479149103164673,2.4846673011779785,0.4476052618731658,0.1291089581053761,0.028638367870949272,0.4476052618731658,0.1291089581053761,0.028638367870949272
Bottom Up Linear,14,97,370,96.35416666666666,0.0039348602294921875,2.7676968574523926,2.7716317176818848,0.6655918462124842,0.1831356615035882,0.04314024131653464,0.6655918462124842,0.1831356615035882,0.04314024131653464
Bottom Up Clinear,99,97,285,74.21875,0.0038499832153320312,2.677056074142456,2.680906057357788,0.5963309801121816,0.1659080700949646,0.03823136399958591,0.5963309801121816,0.1659080700949646,0.03823136399958591
Bottom Up Rank,219,97,165,42.96875,0.008278846740722656,9.435285091400146,9.44356393814087,0.17458756462191585,0.05454395583317431,0.009564480148240724,0.17458756462191585,0.05454395583317431,0.009564480148240724
Bottom Up Mahalanobis,99,97,285,74.21875,0.004555940628051758,3.1131622791290283,3.11771821975708,0.6953842096258431,0.18993742170027397,0.04457733421539427,0.6953842096258431,0.18993742170027397,0.04457733421539427
Bottom Up AR,139,97,245,63.802083333333336,0.007528066635131836,9.366406917572021,9.373934984207153,0.2439981269834652,0.07134422696363951,0.011438636289084259,0.2439981269834652,0.07134422696363951,0.011438636289084259
Bottom Up Mean,126,97,258,67.1875,0.06676244735717773,2.7451062202453613,2.811868667602539,0.5277972009098767,0.14806570973011926,0.032245665983633355,0.5277972009098767,0.14806570973011926,0.032245665983633355
Bottom Up Median,119,97,265,69.01041666666666,0.06676244735717773,4.578230142593384,4.6449925899505615,0.30962368364841364,0.09182509026885813,0.017049233968469905,0.30962368364841364,0.09182509026885813,0.017049233968469905
