Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Line 200_MAPE,Line 200_MAE,Line 200_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Binary Segmentation L1,9,97,375,97.65625,0.022649049758911133,3.5844249725341797,3.607074022293091,0.5297920754835957,0.14881271123236822,0.032625634233834466,0.5297920754835957,0.14881271123236822,0.032625634233834466
Binary Segmentation L2,94,97,290,75.52083333333334,0.010946989059448242,3.5472028255462646,3.558149814605713,0.4206037298777495,0.12195623628713988,0.025814909918553716,0.4206037298777495,0.12195623628713988,0.025814909918553716
Binary Segmentation Normal,94,97,290,75.52083333333334,0.019460201263427734,3.9349169731140137,3.9543771743774414,0.5168714872840534,0.1451565434574302,0.030322494482874992,0.5168714872840534,0.1451565434574302,0.030322494482874992
Binary Segmentation RBF,224,97,160,41.66666666666667,0.017554044723510742,8.864399194717407,8.881953239440918,0.2077247443119834,0.0649184781066213,0.012353994515897658,0.2077247443119834,0.0649184781066213,0.012353994515897658
Binary Segmentation Cosine,9,97,375,97.65625,0.019381284713745117,4.051637887954712,4.071019172668457,0.6760937827353022,0.18567320640310483,0.04430547563582216,0.6760937827353022,0.18567320640310483,0.04430547563582216
Binary Segmentation Linear,9,97,375,97.65625,0.00909423828125,3.8457772731781006,3.8548715114593506,0.7848955397693429,0.21348464855311483,0.05566877835805908,0.7848955397693429,0.21348464855311483,0.05566877835805908
Binary Segmentation Clinear,9,97,375,97.65625,0.007170677185058594,3.851180076599121,3.8583507537841797,0.6461118665623018,0.17779187793955045,0.04066072043877646,0.6461118665623018,0.17779187793955045,0.04066072043877646
Binary Segmentation Rank,229,97,155,40.36458333333333,0.014871835708618164,10.082573175430298,10.097445011138916,0.17455915285459273,0.05611663107713583,0.01070092179773516,0.17455915285459273,0.05611663107713583,0.01070092179773516
Binary Segmentation Mahalanobis,94,97,290,75.52083333333334,0.013833999633789062,2.845108985900879,2.858942985534668,0.4762186602734371,0.13589835199395556,0.029721080688591313,0.4762186602734371,0.13589835199395556,0.029721080688591313
Binary Segmentation AR,99,97,285,74.21875,0.015714168548583984,9.442363023757935,9.458077192306519,0.24437246186510514,0.0730956750971819,0.01198412400284642,0.24437246186510514,0.0730956750971819,0.01198412400284642
Binary Segmentation Mean,87,97,297,77.34375,0.15067648887634277,4.485061168670654,4.635737657546997,0.31659132615347435,0.09531137057768754,0.01838613369752606,0.31659132615347435,0.09531137057768754,0.01838613369752606
Binary Segmentation Median,94,97,290,75.52083333333334,0.15067648887634277,2.663374185562134,2.8140506744384766,0.5272480758282089,0.1479612077282405,0.03173081635259426,0.5272480758282089,0.1479612077282405,0.03173081635259426
Bottom Up L1,219,97,165,42.96875,0.008968114852905273,8.701025009155273,8.709993124008179,0.1939535852793597,0.05966341321959215,0.010528524954880427,0.1939535852793597,0.05966341321959215,0.010528524954880427
Bottom Up L2,99,97,285,74.21875,0.004992008209228516,6.582118988037109,6.587110996246338,0.3062493597139435,0.09190863720407154,0.017229050655589013,0.3062493597139435,0.09190863720407154,0.017229050655589013
Bottom Up Normal,139,97,245,63.802083333333336,0.008220911026000977,11.030077934265137,11.038298845291138,0.218350181986247,0.06463708421568466,0.010142791701941625,0.218350181986247,0.06463708421568466,0.010142791701941625
Bottom Up RBF,219,97,165,42.96875,0.0075969696044921875,10.245588064193726,10.253185033798218,0.16547564727940997,0.0523599354101422,0.009269218994760282,0.16547564727940997,0.0523599354101422,0.009269218994760282
Bottom Up Cosine,14,97,370,96.35416666666666,0.004796028137207031,3.0558769702911377,3.0606729984283447,0.7831540994163781,0.2126368860611469,0.05457273211958877,0.7831540994163781,0.2126368860611469,0.05457273211958877
Bottom Up Linear,14,97,370,96.35416666666666,0.004669904708862305,2.9361422061920166,2.940812110900879,0.5609684313935535,0.157731557548176,0.037320809770550495,0.5609684313935535,0.157731557548176,0.037320809770550495
Bottom Up Clinear,99,97,285,74.21875,0.004187107086181641,4.548169136047363,4.552356243133545,0.41292087217331214,0.11762140996835332,0.0222419194281888,0.41292087217331214,0.11762140996835332,0.0222419194281888
Bottom Up Rank,219,97,165,42.96875,0.010590791702270508,8.08947205543518,8.100062847137451,0.1831311410002413,0.058822541499839114,0.011445414464791217,0.1831311410002413,0.058822541499839114,0.011445414464791217
Bottom Up Mahalanobis,99,97,285,74.21875,0.0042002201080322266,3.0187172889709473,3.0229175090789795,0.6044038808237455,0.16734159657118888,0.037699812526931956,0.6044038808237455,0.16734159657118888,0.037699812526931956
Bottom Up AR,139,97,245,63.802083333333336,0.007394075393676758,9.232358932495117,9.239753007888794,0.23293051496707556,0.06844274660081386,0.010932879143718302,0.23293051496707556,0.06844274660081386,0.010932879143718302
Bottom Up Mean,126,97,258,67.1875,0.06561613082885742,8.94200086593628,9.007616996765137,0.24171223518593857,0.07240125416995133,0.012225018657953704,0.24171223518593857,0.07240125416995133,0.012225018657953704
Bottom Up Median,119,97,265,69.01041666666666,0.06561613082885742,12.931602954864502,12.99721908569336,0.2165445443174491,0.06574156375816964,0.010409758530892526,0.2165445443174491,0.06574156375816964,0.010409758530892526
