Approach,# Train,# Test,Cut,% Cut,Cut Seconds,Train Seconds,Total Seconds,Line 200_MAPE,Line 200_MAE,Line 200_MSE,Avg_MAPE,Avg_MAE,Avg_MSE
Window Rank,104,97,280,72.91666666666666,0.009233951568603516,2.7471721172332764,2.75640606880188,0.49359582586006645,0.13873631871084244,0.028359171974736943,0.49359582586006645,0.13873631871084244,0.028359171974736943
Window Mahalanobis,104,97,280,72.91666666666666,0.004931926727294922,2.997565984725952,3.002497911453247,0.5993758321018153,0.16645533610143434,0.037714153274004646,0.5993758321018153,0.16645533610143434,0.037714153274004646
Window AR,104,97,280,72.91666666666666,0.012478113174438477,3.20788311958313,3.2203612327575684,0.5730329432832816,0.15971229840078127,0.035397228787559215,0.5730329432832816,0.15971229840078127,0.035397228787559215
Window Mean,120,97,264,68.75,0.07744884490966797,3.3152921199798584,3.3927409648895264,0.586426047553301,0.1624797791450372,0.03581387625645316,0.586426047553301,0.1624797791450372,0.03581387625645316
Window Median,104,97,280,72.91666666666666,0.07744884490966797,11.050347089767456,11.127795934677124,0.22569549161876287,0.06854667527678225,0.011467813249288333,0.22569549161876287,0.06854667527678225,0.011467813249288333
Binary Segmentation L1,9,97,375,97.65625,0.01951313018798828,3.832414150238037,3.8519272804260254,0.6768519025328955,0.18626867998399504,0.045009676684721354,0.6768519025328955,0.18626867998399504,0.045009676684721354
Binary Segmentation L2,94,97,290,75.52083333333334,0.012128114700317383,2.95869517326355,2.970823287963867,0.5449234527611322,0.1527686996527487,0.03443199400274318,0.5449234527611322,0.1527686996527487,0.03443199400274318
Binary Segmentation Normal,94,97,290,75.52083333333334,0.020199060440063477,4.233779191970825,4.253978252410889,0.46207255751316495,0.13222850161440233,0.028265633277342963,0.46207255751316495,0.13222850161440233,0.028265633277342963
Binary Segmentation RBF,224,97,160,41.66666666666667,0.017084121704101562,8.713824987411499,8.7309091091156,0.1777958035896151,0.056648493910407195,0.010781874784269781,0.1777958035896151,0.056648493910407195,0.010781874784269781
Binary Segmentation Cosine,9,97,375,97.65625,0.014407873153686523,3.1749351024627686,3.189342975616455,0.6549852145555736,0.18108096621524794,0.04363518388053563,0.6549852145555736,0.18108096621524794,0.04363518388053563
Binary Segmentation Linear,9,97,375,97.65625,0.008362054824829102,3.786052942276001,3.79441499710083,1.056270594996241,0.28031113116699624,0.08607314567341874,1.056270594996241,0.28031113116699624,0.08607314567341874
Binary Segmentation Clinear,9,97,375,97.65625,0.006495237350463867,3.4244608879089355,3.4309561252593994,0.8031482140394494,0.21735353306357896,0.05553568381376169,0.8031482140394494,0.21735353306357896,0.05553568381376169
Binary Segmentation Rank,229,97,155,40.36458333333333,0.012699127197265625,12.082890033721924,12.09558916091919,0.14309532793836097,0.04658151311617272,0.008127623290122324,0.14309532793836097,0.04658151311617272,0.008127623290122324
Binary Segmentation Mahalanobis,94,97,290,75.52083333333334,0.01128077507019043,5.8742899894714355,5.885570764541626,0.2797577053034522,0.08453295272549773,0.015872207558195534,0.2797577053034522,0.08453295272549773,0.015872207558195534
Binary Segmentation AR,99,97,285,74.21875,0.014833927154541016,2.848736047744751,2.863569974899292,0.5285995232333384,0.14874119890411436,0.03274317554716928,0.5285995232333384,0.14874119890411436,0.03274317554716928
Binary Segmentation Mean,87,97,297,77.34375,0.13700342178344727,2.126760244369507,2.263763666152954,0.3208053721580166,0.0977434855998212,0.020746603031717197,0.3208053721580166,0.0977434855998212,0.020746603031717197
Binary Segmentation Median,94,97,290,75.52083333333334,0.13700342178344727,2.7305731773376465,2.8675765991210938,0.49982611302761604,0.1416037092372483,0.030358157451140323,0.49982611302761604,0.1416037092372483,0.030358157451140323
Bottom Up L1,219,97,165,42.96875,0.008420228958129883,9.80548095703125,9.81390118598938,0.15395293818637976,0.04902515884058667,0.008687603887630959,0.15395293818637976,0.04902515884058667,0.008687603887630959
Bottom Up L2,99,97,285,74.21875,0.005502939224243164,6.713016033172607,6.718518972396851,0.23750223424158395,0.07353083708122665,0.013337449482028332,0.23750223424158395,0.07353083708122665,0.013337449482028332
Bottom Up Normal,139,97,245,63.802083333333336,0.0077550411224365234,8.494718790054321,8.502473831176758,0.25944038213874676,0.07493152188060069,0.01170588239044895,0.25944038213874676,0.07493152188060069,0.01170588239044895
Bottom Up RBF,219,97,165,42.96875,0.00694584846496582,13.246737957000732,13.253683805465698,0.16322847615249828,0.05074876891112276,0.008453920784710314,0.16322847615249828,0.05074876891112276,0.008453920784710314
Bottom Up Cosine,14,97,370,96.35416666666666,0.004219770431518555,2.8707168102264404,2.874936580657959,0.6814546167502997,0.1874364005402542,0.045279607907025204,0.6814546167502997,0.1874364005402542,0.045279607907025204
Bottom Up Linear,14,97,370,96.35416666666666,0.00523686408996582,3.211859941482544,3.2170968055725098,0.565455283397,0.1577862041071869,0.03517361022734626,0.565455283397,0.1577862041071869,0.03517361022734626
Bottom Up Clinear,99,97,285,74.21875,0.003916025161743164,2.92508602142334,2.929002046585083,0.5644200797587868,0.15771451263386183,0.03537684524649075,0.5644200797587868,0.15771451263386183,0.03537684524649075
Bottom Up Rank,219,97,165,42.96875,0.017682790756225586,13.63584589958191,13.653528690338135,0.18669460794608073,0.058245567730049685,0.010570890307260125,0.18669460794608073,0.058245567730049685,0.010570890307260125
Bottom Up Mahalanobis,99,97,285,74.21875,0.006716012954711914,11.091933727264404,11.098649740219116,0.24113895300276553,0.0727378879640097,0.012084292398112565,0.24113895300276553,0.0727378879640097,0.012084292398112565
Bottom Up AR,139,97,245,63.802083333333336,0.007770061492919922,10.759356021881104,10.767126083374023,0.25963262442685164,0.07614227930834609,0.012503684110049757,0.25963262442685164,0.07614227930834609,0.012503684110049757
Bottom Up Mean,126,97,258,67.1875,0.07416558265686035,6.888221263885498,6.962386846542358,0.2558351681627908,0.07898278822696286,0.015136157902374084,0.2558351681627908,0.07898278822696286,0.015136157902374084
Bottom Up Median,119,97,265,69.01041666666666,0.07416558265686035,11.480289936065674,11.554455518722534,0.22332966891671038,0.06743913490138542,0.010880007670787494,0.22332966891671038,0.06743913490138542,0.010880007670787494
