,ds,V1
245,245,2.690919311976958
246,246,2.545329208040222
247,247,0.7218786280117971
248,248,1.4356557424012144
249,249,0.8494426542708168
250,250,1.8089851908926387
251,251,3.6139573934338443
252,252,1.3102816347805566
253,253,1.7776948545340565
254,254,1.8181960122290421
255,255,0.6168710179626604
256,256,1.687300725902033
257,257,-0.1949992852514153
258,258,0.5941250479024553
259,259,1.9640314992840497
260,260,2.670975819273311
261,261,0.5766329791354685
262,262,0.8626441876383348
263,263,-0.005817193134608045
264,264,0.9139854691379222
265,265,1.747331557254235
266,266,4.067308270763904
267,267,1.5521819994301373
268,268,3.3817584173707766
269,269,2.5530673717769785
270,270,2.952358646343403
271,271,2.256832813104526
272,272,2.2634778679250958
273,273,1.3790787776269786
274,274,1.3493146139227787
275,275,1.4957693073093346
276,276,0.878135025047058
277,277,2.3390931213572514
278,278,0.9760426851836324
279,279,2.0756819394434185
280,280,1.7330208720254419
281,281,1.5452207116401078
282,282,0.9804850267232275
