,ds,V1
168,168,5.120263324574486
169,169,2.5535962837911463
170,170,2.7518534894053994
171,171,3.631738785637986
172,172,2.406045406505894
173,173,3.9982704437556986
174,174,4.3808216337029995
175,175,3.074517385294492
176,176,3.675175387222696
177,177,3.4481333828917053
178,178,2.3386811278481403
179,179,4.054752002453898
180,180,4.593116405893577
181,181,3.510820704177402
182,182,4.295984148454556
183,183,4.249413443217306
184,184,4.849462142780013
185,185,4.773346942716919
186,186,4.122721079943932
187,187,4.910682111668354
188,188,3.9069490014809745
189,189,4.999887376426088
190,190,3.0779491981780214
191,191,4.376881506045747
192,192,5.210607071228432
193,193,4.358936972904065
194,194,5.240896625889022
195,195,2.8279006824224693
196,196,5.380193591664206
197,197,3.2917640066049336
198,198,5.3011544224913365
199,199,2.903329212455474
200,200,3.61757067166859
201,201,3.037729125306118
202,202,3.289475415564369
203,203,3.593473810960737
204,204,3.5493429297861177
205,205,2.902623537024611
206,206,5.455816705106857
207,207,4.584571840678326
208,208,3.7839141907539022
209,209,4.649921781859349
210,210,4.980217853966516
211,211,5.0906307001730156
212,212,4.767965476865209
213,213,5.606494070076943
214,214,5.012018995282077
215,215,3.994645319056932
216,216,2.8983839301426766
217,217,5.273620722480645
218,218,4.007412512908074
219,219,5.293387197183948
220,220,3.257026013744172
221,221,4.396039437725223
222,222,4.956325551588297
223,223,4.345949744250731
224,224,3.104193742626343
225,225,3.3220546149358796
226,226,5.4355036938159795
227,227,4.298650882459369
228,228,5.170422276870111
229,229,2.8993350665323234
230,230,3.3485420633567315
231,231,3.377071325664531
232,232,3.435387270010397
233,233,5.797476832827742
234,234,5.546410161806417
235,235,5.583907671760737
236,236,4.460443042473631
237,237,3.6816786778167234
238,238,4.201618127914268
239,239,3.151135438376632
240,240,5.361069562892241
241,241,4.120009250373686
242,242,4.330466982273165
243,243,3.8712246400343933
244,244,5.367527677215834
245,245,5.739268921700429
246,246,4.064754711879427
247,247,5.375231941625131
248,248,5.969816035555411
249,249,5.502720597059855
250,250,5.910376186397095
251,251,4.356689182176341
252,252,4.923627627923341
253,253,4.182037841476335
254,254,3.636296774296363
255,255,4.486335148594005
256,256,5.231731998722538
257,257,4.177756970714446
258,258,4.9410834122876786
259,259,3.299757406184431
260,260,5.992584685105539
261,261,4.52747503083848
262,262,3.213821936828531
263,263,3.2116814393552815
264,264,4.617594645981989
265,265,5.674463521274166
266,266,3.85273262437479
267,267,3.631793480963696
268,268,4.447914781565386
269,269,3.680614118824192
270,270,4.718674570562495
271,271,3.9644773509305806
272,272,4.895918196015922
273,273,3.51568552177239
274,274,5.002945027793402
275,275,5.652605741029673
276,276,3.7524257647701487
277,277,5.255516541325177
278,278,3.37226078156025
279,279,6.135998471023623
280,280,6.067591544987195
281,281,4.377663570008892
282,282,3.3693506487915745
283,283,5.990031239601077
284,284,5.594642455224573
285,285,4.488359765237236
286,286,3.414666228745804
287,287,6.251106228969362
288,288,6.353455496529929
289,289,4.447025334776882
290,290,5.440931284237624
291,291,6.314134573683873
292,292,3.4203492800767363
293,293,3.8173684730190214
294,294,6.222300211151364
295,295,4.382481469890486
296,296,4.432533407571811
297,297,3.5791365018752694
298,298,6.41949675708725
299,299,3.941949888658716
300,300,5.049516682375231
301,301,4.374249520933546
302,302,4.855455005434997
303,303,5.574477497016728
304,304,4.827733245547027
305,305,4.381694596589814
306,306,6.0183787730294975
307,307,4.492539862876419
308,308,6.144980124756043
309,309,3.7049669854893
310,310,3.914936167973642
311,311,6.248957077340538
312,312,4.574292075288423
