,ds,x,y,sin(theta),cos(theta)
230,230,416.05908532,266.284011438,-0.842955357729788,0.5379835172890012
231,231,415.532082116,262.840720706,-0.7378257541784609,0.6749912269585328
232,232,424.532082116,264.840720706,-0.9156262171666233,0.4020306337048703
233,233,416.956306684,260.880773572,-0.7686113218570265,0.6397160588207821
234,234,431.806968744,266.12508933,-0.9826634467452743,0.18539835606255373
235,235,418.215067916,258.674748612,-0.7745242460412077,0.6325442216116582
236,236,422.960469916,260.031528412,-0.9192669873332516,0.39363460975789133
237,237,422.567715658,257.843158328,-0.9378920026659481,0.3469273574327301
238,238,419.004100061,253.029385711,-0.8259742106184937,0.5637079060942431
239,239,430.065412062,264.06566457,-0.9879031147648367,0.15507235678203213
240,240,419.460688841,254.11157426,-0.6964725790964081,0.7175834073937312
241,241,432.523514663,256.540424034,-0.9693209933685467,0.24579831532175667
242,242,425.114815831,253.310358916,-0.7149336672567002,0.6991922850138479
243,243,428.56633613,252.24390736,-0.8652936466107002,0.5012653041405885
244,244,426.221670433,246.431424223,-0.6490016869379299,0.760786967785149
245,245,430.717377194,251.034061789,-0.7998820304579193,0.6001572605163719
246,246,427.584983917,244.639120547,-0.7591731043177092,0.6508887751994289
247,247,435.227171669,245.06527135,-0.7790661506497821,0.6269417300768317
248,248,434.026291023,238.594601784,-0.6465699684725569,0.7628546885674865
249,249,439.144776208,238.795085852,-0.7036869652676769,0.7105101370933192
250,250,439.77379371,238.604047575,-0.7157795864688931,0.6983262730231625
251,251,442.582963116,235.394609511,-0.7165230404419145,0.6975634254430736
252,252,444.557906367,233.800679308,-0.7348223421831797,0.6782596298088409
253,253,442.774171012,232.219907066,-0.6442424781053868,0.7648213055378558
254,254,449.333916868,232.203767399,-0.7120342418517884,0.7021447417951293
255,255,446.523250474,229.334113752,-0.35631658786190845,0.9343652868201209
256,256,449.002418991,228.435168199,-0.41734742396120517,0.9087470097408552
257,257,455.600302366,226.380135177,0.019737262488485174,0.999805201261456
258,258,458.856307087,230.911172447,-0.021941791151791182,0.9997592499202251
259,259,460.464643292,227.799845673,0.18396161227533486,0.9829334286761537
260,260,460.649091947,228.094436423,0.29959443085868964,0.9540666522829827
261,261,460.083678089,229.401413278,0.39957868322060053,0.9166989014478478
262,262,462.411710188,228.18801327,0.5450280986000108,0.8384177787573788
263,263,464.260117143,230.268404919,0.6007914023396459,0.7994058361525526
264,264,465.923866682,230.507997382,0.6547345723917001,0.7558588755284003
265,265,465.873329889,235.423285591,0.7240867685922701,0.6897088889883937
266,266,463.935590518,237.304927603,0.5984421186981985,0.8011660443179125
267,267,467.436302175,237.254578375,0.6496761472164616,0.760211091564688
268,268,468.883025162,240.651277222,0.7134378624082554,0.7007185001713165
269,269,473.54665492,246.738524834,0.8471648691525104,0.5313301087589615
270,270,478.402945707,249.449035767,0.9506421467425279,0.3102893953018022
271,271,482.504949371,255.777034114,0.9991980833851748,0.040039857135026974
272,272,484.584288647,256.639323144,0.9985281969135206,0.05423504373219774
273,273,486.281450362,257.959342576,0.9927627855178214,-0.1200918468960159
274,274,490.592670194,262.755590787,0.8897207191683189,-0.4565052484721391
275,275,489.945708738,263.573002727,0.8613364614696719,-0.5080349398839654
276,276,489.828895734,266.89999151,0.8620012184232244,-0.5069062037861408
277,277,489.414713162,271.331903376,0.8207213652558782,-0.5713286625161803
278,278,489.680354761,273.431257183,0.584321467295584,-0.811522287344923
279,279,481.579811365,276.856798995,0.41210636318280297,-0.9111357447846307
280,280,482.142749985,278.219844462,0.40090532482677366,-0.916119490309828
281,281,474.679151748,280.420734071,0.40859687619496193,-0.9127149570176436
282,282,475.157677619,285.440436456,0.20155490529311088,-0.9794772177811412
283,283,471.736981699,287.080599729,0.061570619969524155,-0.9981027295607243
284,284,471.470341073,292.089666017,0.07362427455013847,-0.9972860503370965
285,285,467.779238247,290.882456262,-0.0019481570674794173,-0.9999981023402197
286,286,462.146877293,290.486365426,-0.12715875046051062,-0.9918823781988072
287,287,458.511005399,289.9595248,-0.2755470515534316,-0.9612875856788178
288,288,453.866055995,289.674759907,-0.3392892075962652,-0.9406821108157093
289,289,447.148552378,291.468070914,-0.4627163019999253,-0.8865064150154323
290,290,446.250827937,287.289605333,-0.536259898925573,-0.8440529135097717
291,291,442.02702529,281.900343181,-0.7383033991294613,-0.6744687471142627
292,292,437.798161341,279.292786488,-0.8637555292779155,-0.5039110890244708
293,293,440.221046926,278.03061921,-0.9387896047281369,-0.3444910420524581
294,294,434.058507498,277.222738233,-0.9956221434368288,0.09346950036378118
295,295,431.621860468,276.543998543,-0.9974427532894934,0.0714699511002695
296,296,432.374530076,273.455493528,-0.9570930014591837,0.28978092856130294
297,297,431.347884246,272.80278468,-0.9536176351432405,0.3010206071746806
298,298,434.264647031,265.590201881,-0.9309212736539155,0.36521990944987076
299,299,433.253153291,264.785708247,-0.8830722865428904,0.46923697290378913
300,300,428.952484046,261.642963576,-0.7254100846017768,0.6883169394675995
301,301,433.304786933,264.23479545,-0.7293400357121244,0.6841513811339104
302,302,433.2530278,265.816025256,-0.6057527376950849,0.7956529524704283
303,303,431.202458887,264.82739965,-0.6371066807216768,0.770775633618375
304,304,430.33547554,264.468051513,-0.6744316809322349,0.7383372588153195
305,305,432.792740087,262.111277486,-0.6281076123082411,0.7781264854510739
306,306,431.472678192,261.388503953,-0.6999371496207532,0.7142044431258989
307,307,432.210673383,261.834822098,-0.7755773282216365,0.6312525706471127
308,308,434.576518899,262.058835263,-0.707504436413569,0.7067089022045203
309,309,425.109462222,254.95160279,-0.5128710640930858,0.8584656496424454
310,310,434.868957062,260.62010888,-0.9338578001306246,0.35764452901615923
311,311,427.218219448,256.227310925,-0.5831940918533411,0.8123328450994436
312,312,434.734837866,261.811304794,-0.8517093832369843,0.5240144334902197
313,313,433.070470754,256.512046051,-0.7427489534074341,0.6695700054603412
314,314,435.828275503,257.705383909,-0.7291229487662472,0.6843827332585273
315,315,437.486118944,261.129457263,-0.886376081274267,0.4629659194205055
316,316,429.486118944,247.129457263,-0.5070919067418439,0.8618919875001281
317,317,442.506883459,258.787009107,-0.899551801964298,0.4368140972802783
318,318,436.506883459,250.787009107,-0.6646253775376456,0.7471767578912918
319,319,440.498371405,253.076269635,-0.7562997459027255,0.6542252626943359
320,320,440.503761669,252.24827873,-0.7938942835549698,0.6080558087369458
321,321,435.247934175,246.231056297,-0.5090742759938162,0.8607225926634968
322,322,439.142053903,251.412737431,-0.7913860272984633,0.6113167393395635
323,323,435.513877023,247.108378068,-0.5284332881169607,0.8489748288435277
324,324,442.983422166,250.734056268,-0.7764478491351098,0.6301815116087284
325,325,439.525773613,240.587236449,-0.3485074601537029,0.9373060067113702
326,326,443.525773613,248.587236449,-0.7093822419675688,0.7048239743234233
327,327,443.566470139,243.174270854,-0.6216136412798744,0.7833239948927746
328,328,452.07664708,242.276863197,-0.7427267577252272,0.6695946261425427
329,329,448.204928607,240.863353305,-0.6666328705672905,0.7453862192710663
330,330,450.196020792,238.997127759,-0.6327692532350917,0.7743404110340002
331,331,451.999923982,238.558407469,-0.768927497463807,0.6393359865079136
332,332,450.467679271,236.209364522,-0.7436545641363165,0.6685640502145065
333,333,454.730872072,235.933404109,-0.8775393428136521,0.47950464211953525
334,334,454.220076117,232.972728397,-0.8570621639046332,0.5152130114846749
335,335,455.369431263,231.625536673,-0.9995751611156569,0.029146136632641463
336,336,454.337865536,227.132893422,-0.9863095400971336,-0.1649044908829986
337,337,458.082059382,226.037346104,-0.8865773655848178,-0.4625803441918867
338,338,452.172561115,225.454617902,-0.9466643613586466,-0.3222213322134735
339,339,456.473945314,222.876839318,-0.8223936039930692,-0.5689189398423039
340,340,457.902082467,220.858565382,-0.7088559687362976,-0.7053532558845427
341,341,456.536804527,218.056213219,-0.6450964025217256,-0.7641011918938013
342,342,455.133888623,215.835611086,-0.6539706118313543,-0.7565199527183167
343,343,453.973111086,214.717481733,-0.6877563157542558,-0.7259416299814554
344,344,449.208426659,209.725832671,-0.48385636696683776,-0.875147425377949
345,345,448.565423424,208.481923966,-0.4257643400155402,-0.9048340879802945
346,346,446.704515775,205.369903794,-0.28277388698726885,-0.9591865975075503
347,347,444.797571703,201.870210121,-0.07240883057889877,-0.9973750354075424
348,348,443.209498327,202.59155764,-0.0020744938618510425,-0.9999978482352935
349,349,442.391281102,202.879209371,0.2737833757127486,-0.9617913823607134
350,350,435.704948305,201.738848175,0.4504402961838694,-0.8928065521566181
351,351,433.449427807,202.048786606,0.46336152971352124,-0.8861693364033454
352,352,431.459319826,202.374853894,0.44482278181497287,-0.8956186089951398
353,353,426.432959432,206.622009982,0.5354197569826272,-0.844586102083538
354,354,424.474592533,209.540105306,0.5375653746210415,-0.8432220751430428
355,355,417.376842563,213.202840915,0.638452809188699,-0.7696609711028999
356,356,419.193818863,222.581968584,0.6923746292518792,-0.7215381991054408
357,357,419.70592144,220.067798121,0.6645948159005722,-0.7472039418245092
358,358,414.55938501,219.861864722,0.7570349855024919,-0.6533743419550861
359,359,410.711805122,229.618102313,0.9661227419082995,-0.25808302456300647
360,360,410.243662755,230.610679188,0.9985458563941021,-0.053908929484542165
361,361,409.616237175,233.524726271,0.9998608816310216,0.01667984964069243
362,362,408.513818163,241.851093154,0.9991071401088223,0.04224834415181323
363,363,405.460419351,242.608146374,0.9318037786833353,0.3629624195856339
364,364,412.571827848,247.710336105,0.920083782475949,0.3917216272108938
365,365,412.305485979,251.426674575,0.863860875568547,0.5037304712462245
366,366,414.1352548,254.428523433,0.8203059436321297,0.5719249591002313
367,367,415.37012545,260.686031693,0.6172238302280757,0.7867876100947343
368,368,417.930919098,262.157297084,0.5576216298051964,0.8300952463262252
369,369,419.921584119,266.793911566,0.25560432225869023,0.9667814801922282
370,370,417.316925132,267.049644869,0.24726123561919836,0.9689488538411444
371,371,419.476011535,264.30154173,0.19669294646198043,0.9804651369692369
372,372,426.114969364,266.396747689,0.037593858442045276,0.9992931010506575
373,373,427.97585878,271.081505077,-0.061025882456888204,0.9981361839300077
374,374,430.989074197,271.378038774,-0.2671039873557301,0.96366771240852
375,375,428.403414546,271.914356795,-0.36571709359400406,0.9307260646684149
376,376,425.974665826,270.529707994,-0.427269143129061,0.9041244822090363
377,377,427.635105095,271.527205919,-0.47992001620580416,0.8773122466060876
378,378,432.394173081,273.973007046,-0.6167118520719985,0.7871889808133276
379,379,431.214211127,272.99661826,-0.5369894791088704,0.8435889397842908
380,380,434.214211127,279.99661826,-0.6662457996970498,0.7457322135901323
381,381,434.826275603,277.260026452,-0.774026095474123,0.6331536966054007
382,382,438.128424511,277.371025421,-0.8569165723975101,0.5154551269999192
383,383,430.998543931,271.590363875,-0.730307456864691,0.6831185976445288
384,384,438.982230819,277.196149546,-0.823925668924542,0.5666978843151314
385,385,432.709367329,277.246363762,-0.7403604170990681,0.672210125476323
386,386,437.890041406,272.028722756,-0.6983178893675627,0.7157877656046048
387,387,446.876205189,271.87565998,-0.92398242933679,0.3824349229305346
388,388,437.119658202,268.271107688,-0.7130683185949571,0.7010945535490636
389,389,450.119658202,273.271107688,-0.9348101716593351,0.3551477762315914
390,390,442.963943897,267.755916809,-0.828835532376168,0.5594923236923935
391,391,444.462394956,265.964195656,-0.7405845946409625,0.6719631375161002
392,392,457.462394956,269.964195656,-0.9939499307231251,0.10983412591492096
393,393,439.494798717,269.310292502,-0.7448767320711074,0.6672021088239063
394,394,446.087662403,266.82241116,-0.8142845746727922,0.5804658744921616
395,395,447.321460851,258.044606783,-0.8651579796319706,0.5014994220127543
396,396,452.15637756,260.207338752,-0.9070521232568683,0.42101834365643365
397,397,454.196197387,261.273621136,-0.9209074688187,0.38978126413917724
398,398,447.667379967,260.37412285,-0.7497840795533623,0.6616825780148039
399,399,453.938368726,258.561153162,-0.8192093301254826,0.5734946150011855
