,Date,V1
166,166,31871.0
167,167,27843.0
168,168,31278.0
169,169,28790.0
170,170,22629.0
171,171,19075.0
172,172,18009.0
173,173,18364.0
174,174,19904.0
175,175,18483.0
176,176,19194.0
177,177,15639.0
178,178,14810.0
179,179,12203.0
180,180,11374.0
181,181,10071.0
182,182,8530.0
183,183,7701.0
184,184,6279.0
185,185,5213.0
186,186,4976.0
187,187,3673.0
188,188,3199.0
189,189,2370.0
190,190,1896.0
191,191,1422.0
192,192,1185.0
193,193,1066.0
194,194,1303.0
195,195,1422.0
196,196,1659.0
197,197,1777.0
198,198,2014.0
199,199,2014.0
200,200,1896.0
201,201,2133.0
202,202,2014.0
203,203,2370.0
204,204,2370.0
205,205,2488.0
206,206,2370.0
207,207,2370.0
208,208,3445.0
209,209,2846.0
210,210,2771.0
211,211,2846.0
212,212,3370.0
213,213,4419.0
214,214,4943.0
215,215,5692.0
216,216,6141.0
217,217,6815.0
218,218,7040.0
219,219,6815.0
220,220,6890.0
221,221,6740.0
222,222,5392.0
223,223,6740.0
224,224,6815.0
225,225,4718.0
226,226,4419.0
227,227,5692.0
228,228,6216.0
229,229,6591.0
230,230,6291.0
231,231,7265.0
232,232,6216.0
233,233,6740.0
234,234,6666.0
235,235,7489.0
236,236,7115.0
237,237,7265.0
238,238,7265.0
239,239,6965.0
240,240,6066.0
241,241,5168.0
242,242,3595.0
243,243,2921.0
244,244,2397.0
245,245,2546.0
246,246,3220.0
247,247,4643.0
248,248,5692.0
249,249,7714.0
250,250,9062.0
251,251,11084.0
252,252,11159.0
253,253,11908.0
254,254,11983.0
255,255,14679.0
256,256,16027.0
257,257,17600.0
258,258,19398.0
259,259,14080.0
260,260,31125.0
261,261,25257.0
262,262,21798.0
263,263,22322.0
264,264,27143.0
265,265,32068.0
266,266,33012.0
267,267,33536.0
268,268,31544.0
269,269,28191.0
270,270,27457.0
271,271,27772.0
272,272,26305.0
273,273,21589.0
274,274,23894.0
275,275,19493.0
276,276,14043.0
277,277,11004.0
278,278,9956.0
279,279,10270.0
280,280,10480.0
281,281,9222.0
282,282,8908.0
283,283,7650.0
284,284,7755.0
285,285,7022.0
286,286,6707.0
287,287,5659.0
288,288,4926.0
289,289,4506.0
290,290,3668.0
291,291,2830.0
292,292,2201.0
293,293,1572.0
294,294,1048.0
295,295,838.0
296,296,629.0
297,297,629.0
298,298,524.0
299,299,629.0
300,300,734.0
301,301,734.0
302,302,838.0
303,303,838.0
304,304,1048.0
305,305,838.0
306,306,838.0
307,307,943.0
308,308,943.0
309,309,943.0
310,310,838.0
311,311,629.0
312,312,1362.0
313,313,1131.0
314,314,1159.0
315,315,1102.0
316,316,1187.0
317,317,1498.0
318,318,1837.0
319,319,1950.0
320,320,2092.0
321,321,2431.0
322,322,2205.0
323,323,2318.0
324,324,2063.0
325,325,2318.0
326,326,2289.0
327,327,1922.0
328,328,2205.0
329,329,1978.0
330,330,1724.0
331,331,1696.0
332,332,1950.0
333,333,2035.0
334,334,2826.0
335,335,2798.0
336,336,3109.0
337,337,2826.0
338,338,3081.0
339,339,2685.0
340,340,3081.0
341,341,2968.0
342,342,3392.0
343,343,2883.0
344,344,2826.0
345,345,2261.0
346,346,1696.0
347,347,1583.0
348,348,1074.0
349,349,1272.0
350,350,1413.0
351,351,1837.0
352,352,2346.0
353,353,2798.0
354,354,3448.0
355,355,3787.0
356,356,4635.0
357,357,4211.0
358,358,4720.0
359,359,5285.0
360,360,5992.0
361,361,6275.0
362,362,6586.0
363,363,5822.0
364,364,8310.0
365,365,9339.0
366,366,7871.0
367,367,7071.0
368,368,10673.0
369,369,12807.0
370,370,18411.0
371,371,20012.0
372,372,23747.0
373,373,26549.0
374,374,25481.0
375,375,29217.0
376,376,28683.0
377,377,32419.0
378,378,26949.0
379,379,33086.0
380,380,28683.0
381,381,22546.0
382,382,19478.0
383,383,20412.0
384,384,23747.0
385,385,26148.0
386,386,24814.0
387,387,27749.0
388,388,21879.0
389,389,20545.0
390,390,17744.0
391,391,18411.0
392,392,16409.0
393,393,14542.0
394,394,12140.0
395,395,10006.0
396,396,8138.0
397,397,5603.0
398,398,3735.0
399,399,2668.0
400,400,1601.0
401,401,1067.0
402,402,1067.0
403,403,1201.0
404,404,1468.0
405,405,1734.0
406,406,2135.0
407,407,2268.0
408,408,2268.0
409,409,2401.0
410,410,2401.0
411,411,2535.0
412,412,2802.0
413,413,2802.0
414,414,2935.0
415,415,2535.0
416,416,2802.0
417,417,3272.0
418,418,2407.0
419,419,1975.0
420,420,2161.0
421,421,2469.0
422,422,2932.0
423,423,3179.0
424,424,3210.0
425,425,2840.0
426,426,2685.0
427,427,2932.0
428,428,2840.0
429,429,2716.0
430,430,3395.0
431,431,3025.0
432,432,2130.0
433,433,2037.0
434,434,2191.0
435,435,3117.0
436,436,3457.0
437,437,3272.0
438,438,3889.0
439,439,3241.0
440,440,3426.0
441,441,3272.0
442,442,3796.0
443,443,3488.0
444,444,3333.0
445,445,3333.0
446,446,3333.0
447,447,3272.0
448,448,2716.0
449,449,2438.0
450,450,1883.0
451,451,1389.0
452,452,1111.0
453,453,957.0
454,454,1111.0
455,455,1420.0
456,456,2006.0
457,457,2161.0
458,458,2840.0
459,459,3056.0
460,460,3117.0
461,461,3148.0
462,462,3549.0
463,463,4105.0
464,464,4568.0
465,465,6050.0
466,466,6574.0
467,467,6729.0
468,468,6975.0
469,469,10966.0
470,470,9260.0
471,471,8164.0
472,472,9504.0
473,473,13037.0
474,474,16814.0
475,475,19739.0
476,476,21323.0
477,477,23029.0
478,478,24856.0
479,479,24856.0
480,480,27171.0
481,481,25222.0
482,482,25344.0
483,483,27293.0
484,484,21810.0
485,485,27049.0
486,486,23150.0
487,487,18277.0
488,488,16693.0
489,489,19495.0
490,490,21688.0
491,491,23394.0
492,492,21810.0
493,493,22297.0
494,494,17424.0
495,495,15474.0
496,496,13403.0
497,497,12794.0
498,498,11575.0
499,499,9869.0
500,500,7920.0
501,501,6580.0
502,502,4265.0
503,503,3046.0
504,504,2071.0
505,505,1218.0
506,506,1097.0
507,507,975.0
508,508,1340.0
509,509,1218.0
510,510,1340.0
511,511,1462.0
512,512,1706.0
513,513,1706.0
514,514,1706.0
515,515,1950.0
516,516,1828.0
517,517,2193.0
518,518,2437.0
519,519,2437.0
520,520,2071.0
521,521,3660.0
522,522,3001.0
523,523,2538.0
524,524,2428.0
525,525,3608.0
526,526,3898.0
527,527,4709.0
528,528,4798.0
529,529,4554.0
530,530,4709.0
531,531,4168.0
532,532,4812.0
533,533,4456.0
534,534,4359.0
535,535,5265.0
536,536,5294.0
537,537,4074.0
538,538,3843.0
539,539,3717.0
540,540,4736.0
541,541,5494.0
542,542,5747.0
543,543,6677.0
544,544,5804.0
545,545,6362.0
546,546,6257.0
547,547,6696.0
548,548,7356.0
549,549,6934.0
550,550,6850.0
551,551,6554.0
552,552,5824.0
553,553,5301.0
554,554,3944.0
555,555,2906.0
556,556,2056.0
557,557,1669.0
558,558,1529.0
559,559,1688.0
560,560,2066.0
561,561,2888.0
562,562,3886.0
563,563,4394.0
564,564,5209.0
565,565,5525.0
566,566,6019.0
567,567,6352.0
568,568,7183.0
569,569,8723.0
570,570,9814.0
571,571,10539.0
572,572,8368.0
573,573,17815.0
574,574,14841.0
575,575,12422.0
576,576,13435.0
577,577,17703.0
578,578,21782.0
579,579,24696.0
580,580,25932.0
581,581,24506.0
582,582,23081.0
583,583,22336.0
584,584,22897.0
585,585,19163.0
586,586,24763.0
587,587,22426.0
588,588,17344.0
589,589,14185.0
590,590,14046.0
591,591,15422.0
592,592,17842.0
593,593,17170.0
594,594,16670.0
595,595,14517.0
596,596,13272.0
597,597,10708.0
598,598,10904.0
599,599,9936.0
600,600,8674.0
601,601,8387.0
602,602,6984.0
603,603,6061.0
604,604,4519.0
605,605,3955.0
606,606,2726.0
607,607,1817.0
608,608,1224.0
609,609,838.0
610,610,672.0
611,611,673.0
612,612,780.0
613,613,806.0
614,614,940.0
615,615,999.0
616,616,1018.0
617,617,1172.0
618,618,1050.0
619,619,983.0
620,620,1151.0
621,621,1091.0
622,622,1105.0
623,623,1061.0
624,624,932.0
625,625,1406.0
626,626,1325.0
627,627,980.0
628,628,999.0
629,629,1129.0
630,630,1478.0
631,631,1448.0
632,632,1950.0
633,633,1992.0
634,634,2201.0
635,635,2001.0
636,636,2103.0
637,637,2051.0
638,638,2305.0
639,639,2096.0
640,640,1985.0
641,641,2337.0
642,642,2124.0
643,643,1464.0
644,644,1635.0
645,645,1763.0
646,646,2113.0
647,647,2325.0
648,648,2315.0
649,649,2744.0
650,650,2294.0
651,651,2499.0
652,652,2348.0
653,653,2526.0
654,654,2516.0
655,655,2686.0
656,656,2379.0
657,657,2378.0
658,658,1925.0
659,659,1534.0
660,660,1307.0
661,661,1080.0
662,662,1016.0
663,663,1408.0
664,664,1772.0
665,665,2669.0
666,666,3009.0
667,667,3661.0
668,668,4286.0
669,669,4937.0
670,670,4551.0
671,671,5058.0
672,672,5197.0
673,673,6774.0
674,674,6791.0
675,675,7836.0
676,676,8081.0
677,677,10533.0
678,678,15979.0
679,679,13583.0
680,680,12607.0
681,681,14737.0
682,682,19240.0
683,683,27954.0
684,684,30898.0
685,685,34887.0
686,686,35688.0
687,687,36660.0
688,688,38484.0
689,689,38011.0
690,690,35105.0
691,691,40473.0
692,692,41005.0
693,693,31151.0
694,694,23506.0
695,695,20444.0
696,696,22499.0
697,697,24333.0
698,698,22333.0
699,699,24327.0
700,700,19536.0
701,701,18517.0
702,702,15869.0
703,703,15239.0
704,704,13220.0
705,705,12433.0
706,706,10396.0
707,707,9962.0
708,708,8170.0
709,709,6283.0
710,710,4897.0
711,711,3477.0
712,712,2302.0
713,713,1568.0
714,714,1043.0
715,715,1011.0
716,716,1020.0
717,717,1071.0
718,718,1255.0
719,719,1246.0
720,720,1166.0
721,721,1144.0
722,722,993.0
723,723,939.0
724,724,1079.0
725,725,1148.0
726,726,1069.0
727,727,1257.0
728,728,1163.0
729,729,1049.0
730,730,1288.0
731,731,1172.0
732,732,894.0
733,733,924.0
734,734,1049.0
735,735,1170.0
736,736,1332.0
737,737,1432.0
738,738,1464.0
739,739,1652.0
740,740,1691.0
741,741,1691.0
742,742,1795.0
743,743,1968.0
744,744,2052.0
745,745,1578.0
746,746,1787.0
747,747,1907.0
748,748,1432.0
749,749,1415.0
750,750,1581.0
751,751,1821.0
752,752,2219.0
753,753,2375.0
754,754,2900.0
755,755,2650.0
756,756,2569.0
757,757,2744.0
758,758,3648.0
759,759,3738.0
760,760,4071.0
761,761,3966.0
762,762,3827.0
763,763,2865.0
764,764,2077.0
765,765,1690.0
766,766,1245.0
767,767,1359.0
768,768,1912.0
769,769,2659.0
770,770,3766.0
771,771,4663.0
772,772,5833.0
773,773,6040.0
774,774,7514.0
775,775,7292.0
776,776,8492.0
777,777,9638.0
778,778,11387.0
779,779,13190.0
780,780,13648.0
781,781,11633.0
782,782,20015.0
783,783,18783.0
784,784,15472.0
785,785,13613.0
786,786,16823.0
787,787,22145.0
788,788,22888.0
789,789,24314.0
790,790,21926.0
791,791,21496.0
792,792,19729.0
793,793,20128.0
794,794,21073.0
795,795,21185.0
796,796,18530.0
797,797,21973.0
798,798,21504.0
799,799,16367.0
800,800,13882.0
801,801,14137.0
802,802,15895.0
803,803,18931.0
804,804,16259.0
805,805,18820.0
806,806,14100.0
807,807,12891.0
808,808,11776.0
809,809,11629.0
810,810,11079.0
811,811,10177.0
812,812,9558.0
813,813,7563.0
814,814,6655.0
815,815,4830.0
816,816,3349.0
817,817,2272.0
818,818,1702.0
819,819,1513.0
820,820,1474.0
821,821,1879.0
822,822,2423.0
823,823,2748.0
824,824,2885.0
825,825,3149.0
826,826,3192.0
827,827,2868.0
828,828,2877.0
829,829,2863.0
830,830,2875.0
831,831,3207.0
832,832,2778.0
833,833,2000.0
834,834,4639.0
835,835,4448.0
836,836,3417.0
837,837,3447.0
838,838,4013.0
839,839,5654.0
840,840,5665.0
841,841,6177.0
842,842,6106.0
843,843,5785.0
844,844,5289.0
845,845,5852.0
846,846,4375.0
847,847,5324.0
848,848,5500.0
849,849,4433.0
850,850,3740.0
851,851,3870.0
852,852,4357.0
853,853,5493.0
854,854,5221.0
855,855,6272.0
856,856,5460.0
857,857,5347.0
858,858,5575.0
859,859,6321.0
860,860,6906.0
861,861,7421.0
862,862,5873.0
863,863,7323.0
864,864,9056.0
865,865,6859.0
866,866,6475.0
867,867,4863.0
868,868,3743.0
869,869,2876.0
870,870,2184.0
871,871,2263.0
872,872,2521.0
873,873,3391.0
874,874,4041.0
875,875,4793.0
876,876,5777.0
877,877,6848.0
878,878,7850.0
879,879,7940.0
880,880,9355.0
881,881,10136.0
882,882,11209.0
883,883,11360.0
884,884,12658.0
885,885,11254.0
886,886,15970.0
887,887,16763.0
888,888,13475.0
889,889,13068.0
890,890,14503.0
891,891,19098.0
892,892,22485.0
893,893,24161.0
894,894,24412.0
895,895,23294.0
896,896,20966.0
897,897,20094.0
898,898,17717.0
899,899,18231.0
900,900,16067.0
901,901,12909.0
902,902,13867.0
903,903,13401.0
904,904,10811.0
905,905,8382.0
906,906,8930.0
907,907,9388.0
908,908,10790.0
909,909,9515.0
910,910,10969.0
911,911,9011.0
912,912,8440.0
913,913,7608.0
914,914,7572.0
915,915,7548.0
916,916,7053.0
917,917,8610.0
918,918,5456.0
919,919,4364.0
920,920,2952.0
921,921,1828.0
922,922,1632.0
923,923,1361.0
924,924,1445.0
925,925,1674.0
926,926,2220.0
927,927,2499.0
928,928,2705.0
929,929,2986.0
930,930,2988.0
931,931,3188.0
932,932,3223.0
933,933,3575.0
934,934,3705.0
935,935,3960.0
936,936,3601.0
937,937,3602.0
938,938,3836.0
939,939,4746.0
940,940,4219.0
941,941,3536.0
942,942,3454.0
943,943,4573.0
944,944,4856.0
945,945,4973.0
946,946,4769.0
947,947,4722.0
948,948,4228.0
949,949,4329.0
950,950,4519.0
951,951,5083.0
952,952,4526.0
953,953,5083.0
954,954,5907.0
955,955,4771.0
956,956,4460.0
957,957,4033.0
958,958,4773.0
959,959,5807.0
960,960,5814.0
961,961,7354.0
962,962,8913.0
963,963,8494.0
964,964,6805.0
965,965,7137.0
966,966,7789.0
967,967,8322.0
968,968,8225.0
969,969,8725.0
970,970,8042.0
971,971,8872.0
972,972,5140.0
973,973,3350.0
974,974,3304.0
975,975,2649.0
976,976,2760.0
977,977,3261.0
978,978,4369.0
979,979,6031.0
980,980,7033.0
981,981,8135.0
982,982,8687.0
983,983,9071.0
984,984,10367.0
985,985,11473.0
986,986,12177.0
987,987,13812.0
988,988,13522.0
989,989,13892.0
990,990,14728.0
