,Date,V1
117,117,10.984800424229178
118,118,10.906185891263867
119,119,12.29607451717396
120,120,11.50826028941953
121,121,12.91037595509115
122,122,12.556061877317768
123,123,12.589343473764565
124,124,12.49429081250366
125,125,12.350680450904253
126,126,12.260609096265693
127,127,11.959557339349374
128,128,11.406992355266018
129,129,11.394677989371582
130,130,12.140565741659927
131,131,10.460711458195542
132,132,10.223975352620096
133,133,10.726988457217477
134,134,11.106261358398633
135,135,10.774294439077048
136,136,11.28270257714126
137,137,11.348475128007523
138,138,12.50105878470189
139,139,11.783070379102064
140,140,12.751117973867146
141,141,12.662850298276796
142,142,13.556361643709
143,143,13.273805860720998
144,144,14.102229251899198
145,145,13.820352776375357
146,146,13.798660377828321
147,147,11.898833901876001
148,148,12.533019296066641
149,149,12.297186301309123
150,150,11.590317924618232
151,151,11.006915379612634
152,152,10.038944246091189
153,153,11.970288055201767
154,154,10.425970525654899
155,155,11.47372114860764
156,156,12.481577851140562
157,157,12.234672925836346
158,158,13.287261161113577
159,159,13.999081807235795
160,160,14.177362131342152
161,161,13.817567925521121
162,162,14.481097024017247
163,163,14.133325616781391
164,164,15.288781872572217
165,165,14.851808744647952
166,166,14.092166529137334
167,167,12.729572256604392
168,168,12.934846799590499
169,169,12.28733466120759
170,170,12.224842763123274
171,171,11.312565356135455
172,172,12.963026605149187
173,173,11.98233445098821
174,174,12.250179632654918
175,175,12.500397215357141
176,176,13.836632661521394
177,177,13.363347521758543
178,178,14.232472039152611
179,179,14.36835232529106
180,180,14.800013349477492
181,181,15.013420890690696
182,182,15.710389505170584
183,183,15.195826681554513
184,184,15.43028088103095
185,185,15.4315476283117
186,186,15.537670553666889
187,187,14.590427657577266
188,188,14.379173257724867
189,189,13.668724046709395
190,190,13.29710677419772
191,191,13.305940713723492
192,192,13.119520423060747
193,193,12.920420661669072
194,194,13.785732129638232
195,195,14.042816029033867
196,196,13.653374750764513
197,197,15.386240385441722
198,198,15.072707771070581
199,199,15.194182402248714
200,200,17.02934629474271
201,201,16.873812166296975
202,202,16.67178445780142
203,203,16.598733386039694
204,204,16.31559056666418
205,205,16.92909811538233
206,206,15.26543759524637
207,207,15.141839783325194
208,208,15.403288802297263
209,209,14.730334568975529
210,210,13.407006138746725
211,211,14.66345686061376
212,212,13.801728385948332
213,213,14.091751439537807
214,214,14.889869388607048
215,215,14.772076874230619
216,216,14.426688797865905
217,217,15.326621724982603
218,218,16.13723398480844
219,219,16.049093624906433
220,220,16.86248296794681
221,221,16.3085174576736
222,222,16.313921363229458
223,223,16.86830549241203
224,224,16.298117080325728
225,225,16.831040077611704
226,226,16.984627316081518
227,227,15.096558056578347
228,228,15.090487351149907
229,229,14.845818576179207
230,230,15.66424767418713
231,231,13.752376971662365
232,232,14.363893821035173
233,233,14.37209511214942
234,234,14.022092686146593
235,235,14.557195991051723
236,236,14.506830936015215
237,237,14.865173629470794
238,238,15.694474752506576
239,239,16.86126640157022
240,240,16.69401795935809
241,241,17.111745001872976
242,242,17.49332867020754
243,243,17.145974775228144
244,244,17.15689769947292
245,245,15.967246524377229
246,246,16.56575811776667
247,247,15.593845223816917
248,248,14.902316009962023
249,249,14.536839408072849
250,250,13.486505758945693
251,251,14.441077176269005
252,252,14.101596325445144
253,253,14.11233723218622
254,254,14.113099302233335
255,255,13.605501658639362
256,256,14.956766182687387
257,257,14.568903160612253
258,258,15.034695823227503
259,259,16.388567104909463
260,260,16.26572713720366
261,261,15.454480929614896
262,262,17.14466566836639
263,263,16.47102240463169
264,264,15.825510870806871
265,265,16.237389334285268
266,266,15.06470023869934
267,267,13.988089328302035
268,268,14.491967338228411
269,269,13.910737093091646
270,270,13.026656892853223
271,271,13.343855964653743
272,272,13.339751630994234
273,273,12.46481905355947
274,274,12.35884570759135
275,275,13.492641396497778
276,276,14.258056248051997
277,277,14.064843884456092
278,278,13.823973566466073
279,279,15.427545516734284
280,280,15.424239382201877
281,281,15.497430572254455
282,282,15.907422610314718
283,283,14.767630614288286
284,284,14.280512104015854
285,285,14.307535189390967
286,286,14.841800198261637
287,287,14.002955855483211
288,288,13.539179949601666
289,289,12.74797747531781
290,290,12.72575534808639
291,291,11.73943339452892
292,292,11.384168346987817
293,293,12.244531044926717
294,294,12.035562185247768
295,295,12.080953973393092
296,296,13.107183210938029
297,297,13.220308154457184
298,298,12.43135726183629
299,299,13.205997708062041
300,300,14.369585123482846
301,301,14.056092976751605
302,302,13.48112113420684
303,303,13.996336677177002
304,304,13.55788255133685
305,305,13.088603999743809
306,306,13.533488014098765
307,307,12.736680382805744
308,308,12.569790953116774
309,309,12.699403006465417
310,310,11.551404105419367
311,311,11.317974503522034
312,312,11.431111648297092
313,313,10.675323151513082
314,314,10.717036551620051
315,315,11.224565506773668
316,316,11.587716924168182
317,317,11.942498973254716
318,318,12.846583503478973
319,319,13.13439745781936
320,320,13.889623276994586
321,321,13.864048694590013
322,322,13.528806662413055
323,323,13.158630689809968
324,324,14.036548204146701
325,325,13.402732426322435
326,326,12.389287863994806
327,327,12.42139697275101
328,328,11.632519887312789
329,329,11.482667437553015
330,330,10.519537911981173
331,331,10.941886829980847
332,332,10.824267071187784
333,333,11.04828115871666
334,334,10.893346322283563
335,335,11.522264836998865
336,336,11.202120507456753
337,337,12.455908165265678
338,338,12.995782090327685
339,339,13.202010189493029
340,340,13.26452747050219
341,341,13.786620438435957
342,342,16.87546574333095
343,343,16.55939770680755
344,344,16.572553306109036
345,345,15.207534496858553
346,346,16.46088234733452
347,347,14.790106270640402
348,348,14.979187786502788
349,349,15.108047706816928
350,350,14.571153277281116
351,351,13.679870714751521
352,352,13.844403200864244
353,353,13.32287319501438
354,354,14.296692387680409
355,355,14.48762782297302
356,356,14.685563242750327
357,357,14.125081641934818
358,358,15.725291005416674
359,359,15.363394381311444
360,360,17.65299017041495
361,361,17.116421780023323
362,362,16.420711917120606
363,363,15.850757174253271
364,364,16.181901250935457
365,365,16.37052723455291
366,366,15.412676137570006
367,367,15.121411001611662
368,368,14.661828348628383
369,369,14.860998209543036
370,370,14.310383660672288
371,371,14.747818182616836
372,372,14.095438878682897
373,373,14.323881438109048
374,374,14.81289886928311
375,375,14.790299203104476
376,376,14.592065482214114
377,377,15.395785649660821
378,378,15.771443765306948
379,379,16.60231288066344
380,380,16.441461107467475
381,381,17.630057180914918
382,382,17.409346047281254
383,383,17.17861389213597
384,384,17.801595205244816
385,385,16.89662298908603
386,386,16.321317781363007
387,387,15.07466037511125
388,388,16.184122294814657
389,389,15.104136234701313
390,390,14.86526023191692
391,391,14.796839576406912
392,392,14.278677016558946
393,393,14.679347994469927
394,394,14.121470261748431
395,395,14.764054321363583
396,396,15.270570526313474
397,397,15.496306553937842
398,398,16.07872513638935
399,399,17.126506211985365
400,400,17.03144979131581
401,401,17.420836209598487
402,402,16.8155674152915
403,403,16.855154997968313
404,404,17.340595782440204
405,405,16.56800057523062
406,406,16.49899057680565
407,407,16.28845461484776
408,408,15.571831129225153
409,409,15.556170818882343
410,410,14.81405587583246
411,411,14.817103866968212
412,412,14.985457417376216
413,413,14.93427463319708
414,414,13.928958962723415
415,415,14.859599053048424
416,416,16.482132999915002
417,417,15.614058795003277
418,418,16.45636907084809
419,419,16.418227865277103
420,420,18.11880928371928
421,421,16.6388040296721
422,422,17.254552943399965
423,423,17.726595243249413
424,424,17.500547696060853
425,425,16.02521746607596
426,426,17.156619788058133
427,427,17.136971406506653
428,428,15.703339262309916
429,429,15.620834244742461
430,430,14.988739269296213
431,431,14.242049246520287
432,432,14.606395564267697
433,433,14.37345989352108
434,434,13.945190698799827
435,435,14.117161180788788
436,436,14.795954637892759
437,437,15.207781742983709
438,438,16.286085196989085
439,439,15.221321670885187
440,440,17.4450463897909
441,441,16.678139777603022
442,442,15.291301096863021
443,443,17.429384825989487
444,444,16.397482324917988
445,445,16.48401462111339
446,446,16.435310946034697
447,447,15.330287047068568
448,448,15.211880457106796
449,449,14.737860486109112
450,450,13.521642399957907
451,451,14.063157461356184
452,452,13.977036343934532
453,453,14.093162551154299
454,454,13.916968516365824
455,455,14.34090479791366
456,456,14.245715021308131
457,457,14.106132498140793
458,458,15.594493370371682
459,459,15.63144393869862
460,460,15.85992316111804
461,461,15.08490218720017
462,462,15.526885201153625
463,463,16.044811496773967
464,464,15.675048224904595
465,465,15.692657398589153
466,466,14.533270508424744
467,467,14.658555734874874
468,468,13.261687132858832
469,469,13.394719524521324
470,470,12.438269428810413
471,471,11.864576343243677
472,472,12.556419983452695
473,473,11.431853953122895
474,474,11.82614765240327
475,475,11.90342220776265
476,476,12.269302796159021
477,477,13.671072714745838
478,478,13.296908672432329
479,479,14.03715336883416
480,480,14.111266669586467
481,481,14.239696674007584
482,482,14.573700874319325
483,483,13.555796528317249
484,484,14.046093104340779
485,485,13.240477996043499
486,486,13.024839759420932
487,487,13.139692145138328
488,488,12.064222805206414
489,489,11.450293113450304
490,490,10.896723130719533
491,491,10.528465435735896
492,492,10.793129960202625
493,493,10.339741398929544
494,494,11.247774094261926
495,495,12.31414916083351
496,496,11.02180906101975
497,497,11.225581514677396
498,498,11.803561837702524
499,499,12.082307082194854
